award_unique_key|award_id_fain|federal_action_obligation|total_obligated_amount|transaction_description|prime_award_base_transaction_description|action_date|awarding_agency_name|awarding_sub_agency_name|recipient_name|recipient_parent_name|recipient_country_name|primary_place_of_performance_country_name|subaward_number|subaward_amount|subaward_action_date|subaward_type|subaward_description|subawardee_name|subawardee_country_name
ASST_NON_SPRMCO21CA3297_1900|SPRMCO21CA3297|0.00|3020303.00|VULNERABLE VENEZUELANS LIVING ON THE STREETS, IN RENTALS AND IN INFORMAL SETTLEMENTS IN BRAZIL ARE ABLE TO LIVE WITH DIGNITY. AMENDMENT TO APPROVE REQUESTED BUDGET REVISION.|VULNERABLE VENEZUELANS LIVING ON THE STREETS, IN RENTALS AND IN INFORMAL SETTLEMENTS IN BRAZIL ARE ABLE TO LIVE WITH DIGNITY. AMENDMENT TO APPROVE REQUESTED BUDGET REVISION.|2022-09-12|Department of State|Department of State|CARITAS BRASILEIRA|CARITAS BRASILEIRA|BRAZIL|BRAZIL|||||||
ASST_NON_SBR25019GR0069_1900|SBR25019GR0069|0.00|11309.38|TO EXTEND THE PERIOD OF PERFORMANCE AND TO MAKE CHANGES IN THE BUDGET.|TO EXTEND THE PERIOD OF PERFORMANCE AND TO MAKE CHANGES IN THE BUDGET.|2022-01-18|Department of State|Department of State|MISCELLANEOUS FOREIGN AWARDEES||BRAZIL|BRAZIL|||||||
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-AID-512-A-17-00001|775000.00|2016-10-25|sub-grant|"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO SUPPORT THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS IN THE SOUTH AMAZONAS STATE PROGRAM.
 
 THE NATIONAL POLICY FOR THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS (PNGATI) OF 2012 IS AN IMPORTANT FRAMEWORK FOR THE MANAGEMENT OF INDIGENOUS LANDS IN BRAZIL. THE MAIN CONSTRAINTS TO THE IMPLEMENTATION OF PNGATI IN THE SOUTH OF AMAZONAS STATE ARE A LACK OF FINANCIAL SUPPORT AND TECHNICAL EXPERTISE IN THE WRITING AND ADMINISTRATION OF ENVIRONMENTAL AND PRODUCTIVE PROJECTS BY INDIGENOUS ORGANIZATIONS IN THE MANAGEMENT OF THEIR TERRITORIES.
 
 THIS PROJECT DIRECTLY ADDRESSES THESE CONSTRAINTS IN AN EFFORT TO CATALYZE AN INCIPIENT PROCESS OF TERRITORIAL MANAGEMENT BY LOCAL INDIGENOUS ORGANIZATIONS. BY DESIGNING A SMALL GRANTS PROGRAM THAT ATTENDS TO THE MOST IMMEDIATE MANAGEMENT NEEDS OF INDIGENOUS LANDS IN THE REGION THROUGH THE ACTIVE PARTICIPATION OF LOCAL INDIGENOUS LEADERS, A CRUCIAL INFLUX OF FINANCING FOR SMALL PROJECTS TO ALLOW THESE ORGANIZATIONS TO MOVE FORWARD WITH THE DIFFICULT PROCESS OF IMPLEMENTING PNGATI IN EACH OF ITS SEVEN THEMATIC FOCI.
 
 THE REGION CONTEMPLATED BY THE PROJECT ENCOMPASSES NEARLY 8 MILLION HECTARES IN WHICH OVER 50 INDIGENOUS LANDS ARE LOCATED. THE PROJECT WORKS IN SIX MUNICIPALITIES IN THE SOUTH OF AMAZONAS STATE   FIVE IN THE PURUS RIVER BASIN AND ONE IN THE MADEIRA RIVER BASIN   AND BENEFITS SEVEN INDIGENOUS ORGANIZATIONS. THE PROJECT IS ADMINISTERED BY A PARTNERSHIP BETWEEN THE INTERNATIONAL INSTITUTE OF EDUCATION OF BRAZIL (IEB) AND THE NATIVE AMAZONIAN OPERATION. BOTH OF THESE ORGANIZATIONS HAVE EXTENSIVE EXPERIENCE WORKING WITH INDIGENOUS PEOPLES IN THE REGION AND HAVE DEVELOPED LONG-LASTING RELATIONSHIPS AND COMMITMENTS WITH LOCAL INDIGENOUS ORGANIZATIONS. THE PROJECT IS PLANNED FOR A DURATION OF 3 YEARS, TO BE GOVERNED BY AN EXECUTIVE COMMITTEE COMPRISED OF 4 MEMBERS   2 EACH FROM IEB AND OPAN. THE EXECUTIVE COMMITTEE WILL ATTEND YEARLY MEETINGHS AND TAKE THE RESPONSIBILITY FOR THE OVERALL PLANNING, MONITORING AND EVALUATION OF THE PROJECT. THE MONITORING AND EVALUATION OF PROJECT ACTIONS ARE TO BE CONDUCTED AT THREE LEVELS: (I) ACTIVITY LEVEL; (II) COMPONENT LEVEL; AND (III) PROJECT LEVEL.
 
 THE WIDESPREAD AND EFFECTIVE IMPLEMENTATION OF PNGATI IN ITS MULTIPLE DIMENSIONS BY STRENGTHENED INDIGENOUS ORGANIZATIONS, TOGETHER WITH THEIR GOVERNMENTAL AND CIVIL SOCIETY PARTNERS, IS THE OVERARCHING GOAL OF THE PROJECT.  FOR ACHIEVING THIS GOAL FOUR KEY RESULTS ARE LISTED BELOW; ONE FOR EACH OF THE PROJECT S FOUR COMPONENTS:
 
 1) A SMALL GRANTS PROGRAM ESTABLISHED AND PROVIDING FINANCIAL AND TECHNICAL SUPPORT TO INDIGENOUS ORGANIZATIONS FOR THE IMPLEMENTATION OF PNGATI.
 
 2) INDIGENOUS ORGANIZATIONS STRENGTHENED WITH REQUISITE KNOWLEDGE AND SKILLS TO SUCCESSFULLY WRITE AND MANAGE PROJECTS THAT IMPLEMENT THE SEVEN THEMATIC FOCI OF PNGATI.
 
 3) IMPROVEMENT OF SUSTAINABLE PRODUCTION BY INDIGENOUS PEOPLES OF BRAZIL NUTS, OTHER NONTIMBER FOREST PRODUCTS AND PIRARUCU FISH AND FROM AGROFORESTRY SYSTEMS FULFILLS GOALS OF TERRITORIAL AND ENVIRONMENTAL MANAGEMENT PLANS (PGTA).
 
 4) REGIONAL SOCIAL ACTORS ARE EXCHANGING KNOWLEDGE AND SUCCESSFUL PRACTICES REGARDING THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF PROTECTED AREAS AND INDIGENOUS LANDS."|OPERACAO AMAZONIA NATIVA - OPAN|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SAAID-512-A-17-00001|775000.00|2016-10-25|sub-grant|"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO SUPPORT THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS IN THE SOUTH AMAZONAS STATE PROGRAM.
 
 THE NATIONAL POLICY FOR THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS (PNGATI) OF 2012 IS AN IMPORTANT FRAMEWORK FOR THE MANAGEMENT OF INDIGENOUS LANDS IN BRAZIL. THE MAIN CONSTRAINTS TO THE IMPLEMENTATION OF PNGATI IN THE SOUTH OF AMAZONAS STATE ARE A LACK OF FINANCIAL SUPPORT AND TECHNICAL EXPERTISE IN THE WRITING AND ADMINISTRATION OF ENVIRONMENTAL AND PRODUCTIVE PROJECTS BY INDIGENOUS ORGANIZATIONS IN THE MANAGEMENT OF THEIR TERRITORIES.
 
 THIS PROJECT DIRECTLY ADDRESSES THESE CONSTRAINTS IN AN EFFORT TO CATALYZE AN INCIPIENT PROCESS OF TERRITORIAL MANAGEMENT BY LOCAL INDIGENOUS ORGANIZATIONS. BY DESIGNING A SMALL GRANTS PROGRAM THAT ATTENDS TO THE MOST IMMEDIATE MANAGEMENT NEEDS OF INDIGENOUS LANDS IN THE REGION THROUGH THE ACTIVE PARTICIPATION OF LOCAL INDIGENOUS LEADERS, A CRUCIAL INFLUX OF FINANCING FOR SMALL PROJECTS TO ALLOW THESE ORGANIZATIONS TO MOVE FORWARD WITH THE DIFFICULT PROCESS OF IMPLEMENTING PNGATI IN EACH OF ITS SEVEN THEMATIC FOCI.
 
 THE REGION CONTEMPLATED BY THE PROJECT ENCOMPASSES NEARLY 8 MILLION HECTARES IN WHICH OVER 50 INDIGENOUS LANDS ARE LOCATED. THE PROJECT WORKS IN SIX MUNICIPALITIES IN THE SOUTH OF AMAZONAS STATE   FIVE IN THE PURUS RIVER BASIN AND ONE IN THE MADEIRA RIVER BASIN   AND BENEFITS SEVEN INDIGENOUS ORGANIZATIONS. THE PROJECT IS ADMINISTERED BY A PARTNERSHIP BETWEEN THE INTERNATIONAL INSTITUTE OF EDUCATION OF BRAZIL (IEB) AND THE NATIVE AMAZONIAN OPERATION. BOTH OF THESE ORGANIZATIONS HAVE EXTENSIVE EXPERIENCE WORKING WITH INDIGENOUS PEOPLES IN THE REGION AND HAVE DEVELOPED LONG-LASTING RELATIONSHIPS AND COMMITMENTS WITH LOCAL INDIGENOUS ORGANIZATIONS. THE PROJECT IS PLANNED FOR A DURATION OF 3 YEARS, TO BE GOVERNED BY AN EXECUTIVE COMMITTEE COMPRISED OF 4 MEMBERS   2 EACH FROM IEB AND OPAN. THE EXECUTIVE COMMITTEE WILL ATTEND YEARLY MEETINGHS AND TAKE THE RESPONSIBILITY FOR THE OVERALL PLANNING, MONITORING AND EVALUATION OF THE PROJECT. THE MONITORING AND EVALUATION OF PROJECT ACTIONS ARE TO BE CONDUCTED AT THREE LEVELS: (I) ACTIVITY LEVEL; (II) COMPONENT LEVEL; AND (III) PROJECT LEVEL.
 
 THE WIDESPREAD AND EFFECTIVE IMPLEMENTATION OF PNGATI IN ITS MULTIPLE DIMENSIONS BY STRENGTHENED INDIGENOUS ORGANIZATIONS, TOGETHER WITH THEIR GOVERNMENTAL AND CIVIL SOCIETY PARTNERS, IS THE OVERARCHING GOAL OF THE PROJECT.  FOR ACHIEVING THIS GOAL FOUR KEY RESULTS ARE LISTED BELOW; ONE FOR EACH OF THE PROJECT S FOUR COMPONENTS:
 
 1) A SMALL GRANTS PROGRAM ESTABLISHED AND PROVIDING FINANCIAL AND TECHNICAL SUPPORT TO INDIGENOUS ORGANIZATIONS FOR THE IMPLEMENTATION OF PNGATI.
 
 2) INDIGENOUS ORGANIZATIONS STRENGTHENED WITH REQUISITE KNOWLEDGE AND SKILLS TO SUCCESSFULLY WRITE AND MANAGE PROJECTS THAT IMPLEMENT THE SEVEN THEMATIC FOCI OF PNGATI.
 
 3) IMPROVEMENT OF SUSTAINABLE PRODUCTION BY INDIGENOUS PEOPLES OF BRAZIL NUTS, OTHER NONTIMBER FOREST PRODUCTS AND PIRARUCU FISH AND FROM AGROFORESTRY SYSTEMS FULFILLS GOALS OF TERRITORIAL AND ENVIRONMENTAL MANAGEMENT PLANS (PGTA).
 
 4) REGIONAL SOCIAL ACTORS ARE EXCHANGING KNOWLEDGE AND SUCCESSFUL PRACTICES REGARDING THE TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF PROTECTED AREAS AND INDIGENOUS LANDS."|OPERACAO AMAZONIA NATIVA - OPAN|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-004-AID 512-A-17-00001-2020|718272.00|2020-06-08|sub-grant|"OPAN IS A NON-GOVERNMENTAL ORGANIZATION THAT USES PARTICIPATORY APPROACHES TO PROTECT INDIGENOUS PEOPLES RIGHTS, LAND, AND CULTURE. IT WAS ESTABLISHED IN 1969 WITH HEADQUARTERS IN CUIABÁ, MATO GROSSO STATE. CURRENTLY OPAN HAS THREE CORE STRATEGIC LINES OF ACTION: 1) STRENGTHENING THE INTERNAL ORGANIZATION PROCESSES OF AND CAPACITY FOR INTERINSTITUTIONAL ARTICULATION AND DIALOGUE BY INDIGENOUS PEOPLES IN MATO GROSSO AND AMAZONAS STATES; 2) EXPAND AND QUALIFY INITIATIVES GUARANTEEING MANAGEMENT RIGHTS OVER THE TRADITIONALLY OCCUPIED LANDS OF INDIGENOUS PEOPLES IN MATO GROSSO AND AMAZONAS STATES; AND 3) STRENGTHEN INDIGENOUS RIGHTS IN GENERAL AND POSITIVELY INFLUENCE PUBLIC POLICIES THAT AFFECT INDIGENOUS PEOPLES AND TERRITORIES. OPAN RECEIVES FUNDING FROM BRAZILIAN AND INTERNATIONAL FUNDERS, INLCUDIGN THE AMAZON FUND, MOORE FOUNDATION, NORAD AND USAID. IT HAS A VERY HIGH LEVEL OF INSTITUTIONAL TRANSPARENCY AND RIGOROUS ADMINISTRATIVE AND FINANCIAL MANAGEMENT SYSTEM (HTTPS://AMAZONIANATIVA.ORG.BR/TRANSPARENCIA/)
 BETWEEN 2015 AND 2018, OPAN IMPLEMENTED THE  ARAPAIMA: PRODUCTIVE NETWORKS  PROJECT FUNDED BY THE AMAZON FUND. THROUGH THIS PROJECT, OPAN PROVIDED SUPPORT FOR THE DENI AND KATUKINA PEOPLE IN THE PURUS REGION, THE KOKAMA, KAMBEBA AND TIKUNA PEOPLE OF THE JUTAÍ REGION, AND TRADITIONAL NON-INDIGENOUS RIVERINE PEOPLES IN THE SAME REGIONS, FOR THE MANAGEMENT OF PIRARUCU, OF NON-TIMBER FOREST PRODUCTS SUCH AS ANDIROBA AND COPAÍBA SEED OIL, AS WELL AS FOR TERRITORIAL PROTECTION AND STRENGTHENING OF THE COMMUNITIES REPRESENTATIVE ASSOCIATIONS. IN 2016, OPAN BEGAN TO IMPLEMENT THE OUR LAND: INDIGENOUS TERRITORIAL MANAGEMENT IN SOUTHERN AMAZONAS PROJECT, FUNDED BY USAID. A PARTNERSHIP WITH THE INTERNATIONAL INSTITUTE FOR EDUCATION OF BRAZIL (IEB), SEEKS TO IMPLEMENT THE NATIONAL POLICY FOR INDIGENOUS ENVIRONMENTAL AND TERRITORIAL MANAGEMENT (PNGATI) IN SOUTHERN AMAZONAS THROUGH A PROGRAM OF SMALL GRANTS TARGETING TERRITORIAL AND ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS AND THE STRENGTHENING OF INDIGENOUS ORGANIZATIONS FOR THE IMPLEMENTATION OF THEIR MANAGEMENT INSTRUMENTS. PIRARUCU MANAGEMENT IS INCLUDED IN THE PRODUCTIVE ACTIVITIES OF SEVERAL OF THESE INDIGENOUS TERRITORIES."|OPERACAO AMAZONIA NATIVA - OPAN|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-006-AID 512-A-17-00001-2020|70102.00|2020-06-22|sub-grant|THE INSTITUTO DE DESENVOLVIMENTO SUSTENTAVEL MAMIRAUA (IDSM), BASED IN THE CITY OF TEFÉ, AMAZONAS STATE, BRAZIL, IS A RESEARCH CENTER THAT FOCUSES ON SUSTAINABLE COMMUNITY-BASED APPROACHES TO FISHERIES AND OTHER NATURAL RESOURCE MANAGEMENT IN AND AROUND AMAZONIAN PROTECTED AREAS. IDSM IS THE PREMIER INSTITUTION IN THE AMAZON WORKING WITH PIRARUCU FISH (ARAPAIMA GIGAS) COMMUNITY-BASED MANAGEMENT. AS PART OF ITS RESEARCH AND TECHNOLOGY-DEVELOPMENT MANDATE, IDSM HAS DEVELOPED FISH POPULATION MANAGEMENT PROTOCOLS AND SIMPLE TECHNOLOGIES THAT FACILITATE SAFE AND SANITARY FISH PROCESSING BY LOCAL COMMUNITIES IN REMOTE AREAS. THESE TOOLS AND EXPERTISE ARE ESSENTIAL TO THE ONGOING STRUCTURING OF THE PIRARUCU VALUE CHAIN BY THE SUSTAINABLE VALUE CHAINS PROJECT. IDSM RECEIVES FUNDING FROM THE FEDERAL GOVERNMENT THROUGH THE MINISTRY OF SCIENCE AND TECHNOLOGY, AND ALSO HAS RECEIVED GRANTS FROM THE AMAZON FUND, THE MOORE FOUNDATION, AND OTHER INTERNATIONAL ENTITITIES. THEY UNDERGO ANNUAL INSTITUTIONAL AUDITS; THEIR ANNUAL REPORTS AND INSTITUTIONAL DOCUMENTS ARE AVAILABLE AT HTTPS://MAMIRAUA.ORG.BR/.|INSTITUTO DE DESENVOLVIMENTO SUSTENTAVEL MAMIRAUA|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-002-AID 512-A-17-00001-2020|427286.00|2020-06-08|sub-grant|"MEMORIAL CHICO MENDES (MCM) IS A PRIVATE NON-PROFIT ENTITY, CONSTITUTED AS AN ASSOCIATION UNDER BRAZILIAN LAW, WITH BRAZILIAN OSCIP STATUS, HEADQUARTERED IN MANAUS, AMAZONAS, BRAZIL. ITS MISSION IS TO DEFEND THE ENVIRONMENT, PROMOTE SUSTAINABLE DEVELOPMENT, AND MAINTAIN THE LEGACY, IDEAS AND STRUGGLE OF CHICO MENDES AND OF AMAZONIAN EXTRACTIVIST COMMUNITIES.
 MCM WAS ESTABLISHED ON JULY 12, 1996 BY THE NATIONAL COUNCIL OF RUBBER TAPPERS (CONSELHO NACIONAL DOS SERINGUEIROS--CNS). IN 2010 IT TRANSITIONED TO BECOME A TECHNICAL SUPPORT INSTITUTION FOR BRAZIL S SOCIAL MOVEMENT. NEW BYLAWS WERE ESTABLISHED AND A NEW DIRECTORATE WITH TECHNICAL EXPERTISE WAS ELECTED IN SUPPORT OF THESE OBJECTIVES. MCM IMPLEMENTS PROJECTS IN PARTNERSHIP WITH GOVERNMENT AGENCIES AND INTERNATIONAL INSTITUTIONS, INCLUDING THE UNITED NATIONS DEVELOMENT FUND, GOVERNMENT OF FINLAND, SIEMENPUU FOUNDATION, FORD FOUNDATION, FUNDAÇÃO BANCO DO BRASIL, BRAZILIAN MINISTRY OF ENVIRONMENT, AND BRAZILIAN MINISTRY FOR SUSTAINABLE DEVELOPMENT.
 THE INSTITUTION S LEADERS EACH HAVE MORE THAN 20 YEARS OF EXPERIENCE WORKING IN PARTNERSHIP WITH EXTRACTIVIST POPULATIONS, EXTRACTIVE RESERVES, AND LEADERSHIP TRAINING. SUSTAINABLE USE RESERVES, INCLUDING EXTRACTIVE RESERVES, EXIST TODAY IN THE AMAZON AS A RESULT OF THE ENGAGEMENT BY CNS AND MCM WITH THE BRAZILIAN GOVERNMENT AND NON-GOVERNMENTAL ORGANIZATIONS THAT SUPPORT EXTRACTIVIST COMMUNITIES."|MEMORIAL CHICO MENDES|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-005-AID 512-A-17-00001-2020|244738.00|2020-06-08|sub-grant|"THE CORE STAFF OF THE ASSOCIATION PACTO DAS ÁGUAS HAS BEEN WORKING IN SUPPORT OF SOCIOBIODIVERSITY VALUE CHAINS SINCE 2010, WHEN THEY CAME TOGETHER UNDER THE PACTO DAS ÁGUAS PROJECT. IN 2013 THEY FORMALIZED THEIR INITIATIVE AS AN ASSOCIATION, CONTINUING TO SUPPORT INDIGENOUS AND TRADITIONAL PRODUCERS IN MATO GROSSO AND RONDÔNIA WITH FUNDING FROM THE PETROBRAS SOCIOAMBIENTAL PROGRAM. IN JUNE 2015 THEY PARTICIPATED IN THE USFS-ICMBIO BRAZIL NUT VALUE CHAIN STRATEGIC PLANNING WORKSHOP, AND SUBSEQUENTLY BECAME THE LEAD ORGANIZATION FOR THE PROJECT S INSTITUTIONAL ARRANGEMENT IN RONDÔNIA. UNDER THIS PROJECT, PACTO HAS PROVIDED TECHNICAL INPUT TO THE GOVERNMENT OF RONDÔNIA AND SEVERAL STATE AGENCIES TO IMPROVE STATE POLICIES IN SUPPORT OF THE BRAZIL NUT VALUE CHAIN, AND HAVE WORKED TOWARD THE CONSOLIDATION OF BRAZIL NUT PRODUCTION ON RIO BRANCO INDIGENOUS LANDS AND THE INTRODUCTION OF BEST PRACTICES TO THE RIO CAUTÁRIO AND RIO OURO PRETO EXTRACTIVE RESERVES. IN NORTHEASTERN MATO GROSSO, TOGETHER WITH THE INSTITUTO CENTRO DE VIDA ICV AND THE ASSOCIATION FOR THE RURAL DEVELOPMENT OF JURUENA ADEJUR, PACTO COMPOSES A GROUP OF ORGANIZATIONS THAT ARE REFLECTING ON AND IMPLEMENTING STRATEGIES TO ORGANIZE THE BRAZIL NUT SECTOR.
 PACTO S ACTIVITIES ARE BASED ON THE PREMISE OF STRENGTHENING TERRITORIAL MANAGEMENT AND INCOME GENERATION PROCESSES BASED ON THE SUSTAINABLE USE OF THE FOREST AND RESPECT FOR THE SOCIAL ORGANIZATION SYSTEMS OF INDIGENOUS AND TRADITIONAL PEOPLES, AND THE PARTICIPATORY NATURE OF MANY OF THEIR ACTIVITIES. IMPORTANT EXAMPLES OF THIS ARE THE REPRESENTATIVE ASSOCIATIONS OF  INDIGENOUS AND TRADITIONAL PEOPLES, WHICH ARE ESSENTIAL PROTAGONISTS IN CONTRACTS FOR COLLECTIVE PURCHASES AND SALES AND ACCESS TO GOVERNMENT PROGRAMS SUCH AS THE PROGRAM FOR FOOD ACQUISITION S (PAA) BRAZIL NUT STOCK FORMATION MODALITY. PACTO (HTTPS://WWW.PACTODASAGUAS.ORG.BR/) RECEIVES FUNDING FROM THE PETROBRAS AMBIENTAL, THE AMAZON FUND, AND USAID THROUGH THE US FOREST SERVICE."|PACTO DAS AGUAS ELABORACAO E DESENVOLVIMENTO DE PROJETOS SOCIO AMBIENTAIS|BRAZIL
ASST_NON_AID512A1700001_7200|AID512A1700001|0.00|7289276.00|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|TERRITORIAL ENVIRONMENTAL MANAGEMENT OF INDIGENOUS LANDS|2022-07-22|Agency for International Development|Agency for International Development|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|INSTITUTO INTERNACIONAL DE EDUCACAO DO BRASIL|BRAZIL|BRAZIL|SA-003-AID 512-A-17-00001-2020|184195.00|2020-06-08|sub-grant|FVA (HTTPS://WWW.FVA.ORG.BR/EN/) IS ONE OF THE MOST WELL-ESTABLISHED AND RESPECTED NGOS OPERATING IN THE REGION AND ONE OF THE ONLY TRULY AMAZONIAN CONSERVATION ORGANIZATIONS. THEY HAVE 30 YEARS OF EXPERIENCE WORKING IN THE MIDDLE AND LOWER RIO NEGRO REGION AND ARE A RESPECTED PARTNER OF MANY CONSERVATION ORGANIZATIONS INCLUDING WWF-BRASIL, IMAZON, INSTITUTO DE PESQUISAS AMBIENTAIS, IPÊ, INSTITUTO SOCIOAMBIENTAL (ISA), INPA (THE NATIONAL INSTITUTE OF AMAZONIAN RESEARCH), IBAMA (THE BRAZILIAN INSTITUTE OF ENVIRONMENT AND RENEWABLE NATURAL RESOURCES), ICMBIO AND THE MINISTRY OF ENVIRONMENT, AMAZONAS STATE AGENCIES AND MANY OTHERS. WITH A STRONG BASIS IN THE NATURAL AND SOCIAL SCIENCES, FVA IS REGARDED AS AN OBJECTIVE, INDEPENDENT SOURCE OF INFORMATION AND HAS SIGNIFICANT CONVENING POWER WITH CIVIL SOCIETY. ITS TRACK RECORD WITH MAJOR DONORS SUCH AS THE FORD FOUNDATION, W. ALTON JONES FOUNDATION, BLUE MOON FUND, MOORE FOUNDATION, AMAZON FUND, AS WELL AS STATE AND FEDERAL GOVERNMENT, IS A TESTAMENT TO THE INSTITUTIONS LONG-STANDING REPUTATION AND DELIVERY OF CONSERVATION RESULTS OVER A LONG PERIOD OF TIME. THEY CARRY OUT AND REPORT ANUAL INSTITUTIONAL AUDITS, AND HAVE AN EQUIVALENCY DETERMINATION FOR FUNDING BY PRIVATE US-BASED FOUNDATIONS. FVA HAS PROVEN TO BE AN IMPORTANT PARTNER AMONG LOCAL ORGANIZATIONS, ASSOCIATIONS AND COMMUNITY GROUPS. THIS ALLOWS THEM TO PARTICIPATE AND NEGOTIATE IN A VARIETY OF FORUMS AND AT VARIOUS LEVELS. FVA OWNS ITS OWN HEADQUARTERS BUILDING IN MANAUS, A SECOND LODGING AND TRAINING CENTER IN NOVO AIRÃO, AND A RIVER BOAT. THEY HAVE A TECHNICAL AND LOGISTIC STAFF GEARED TO SUPPORTING ACTIVITIES IN THE UNINI BASIN, AND A SENIOR STAFF IN MANAUS EXPERIENCED IN PROJECT DEVELOPMENT AND OVERSIGHT.|FUNDACAO VITORIA AMAZONICA|BRAZIL
ASST_NON_SBR93021GR3006_1900|SBR93021GR3006|0.00|19590.00|NO-COST EXTENSION REQUEST TO INCREASE NUMBER OF TEACHERS TRAINED AND HOLD AN IN-PERSON EVENT WITH A U.S. SPEAKER|NO-COST EXTENSION REQUEST TO INCREASE NUMBER OF TEACHERS TRAINED AND HOLD AN IN-PERSON EVENT WITH A U.S. SPEAKER|2022-09-27|Department of State|Department of State|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING|BRAZIL|BRAZIL|||||||
ASST_NON_FA95502210033_5700|FA95502210033|0.00|184477.00|LAMINAR-TURBULENT TRANSITION PREDICTION ON THREE-DIMENSIONAL WINGS, INCLUDING AIRFOIL SHAPE OPTIMIZATION|LAMINAR-TURBULENT TRANSITION PREDICTION ON THREE-DIMENSIONAL WINGS, INCLUDING AIRFOIL SHAPE OPTIMIZATION|2022-02-15|Department of Defense|Department of the Air Force|FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO|FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO|BRAZIL|BRAZIL|||||||
